Month_Year,Department,Skill,Competency_Level,Skill_Requirement,Skill_Gap
Nov-2027,GIS & Data Dissemination Department,Data Dissemination,68,100,32
Dec-2027,GIS & Data Dissemination Department,Data Dissemination,68,100,32
Jan-2026,GIS & Data Dissemination Department,Dashboard Development,42,65,23
Feb-2026,GIS & Data Dissemination Department,Dashboard Development,44,68,24
Mar-2026,GIS & Data Dissemination Department,Dashboard Development,46,73,27
Apr-2026,GIS & Data Dissemination Department,Dashboard Development,48,78,30
May-2026,GIS & Data Dissemination Department,Dashboard Development,50,82,32
Jun-2026,GIS & Data Dissemination Department,Dashboard Development,52,85,33
Jul-2026,GIS & Data Dissemination Department,Dashboard Development,54,89,35
Aug-2026,GIS & Data Dissemination Department,Dashboard Development,56,92,36
Sep-2026,GIS & Data Dissemination Department,Dashboard Development,57,97,40
Oct-2026,GIS & Data Dissemination Department,Dashboard Development,59,97,38
Nov-2026,GIS & Data Dissemination Department,Dashboard Development,61,98,37
Dec-2026,GIS & Data Dissemination Department,Dashboard Development,63,99,36
Jan-2027,GIS & Data Dissemination Department,Dashboard Development,65,99,34
Feb-2027,GIS & Data Dissemination Department,Dashboard Development,68,99,31
Mar-2027,GIS & Data Dissemination Department,Dashboard Development,70,100,30
Apr-2027,GIS & Data Dissemination Department,Dashboard Development,73,100,27
May-2027,GIS & Data Dissemination Department,Dashboard Development,74,100,26
Jun-2027,GIS & Data Dissemination Department,Dashboard Development,76,100,24
Jul-2027,GIS & Data Dissemination Department,Dashboard Development,77,100,23
Aug-2027,GIS & Data Dissemination Department,Dashboard Development,79,100,21
Sep-2027,GIS & Data Dissemination Department,Dashboard Development,81,100,19
Oct-2027,GIS & Data Dissemination Department,Dashboard Development,83,100,17
Nov-2027,GIS & Data Dissemination Department,Dashboard Development,86,100,14
Dec-2027,GIS & Data Dissemination Department,Dashboard Development,88,100,12
Jan-2026,GIS & Data Dissemination Department,Geospatial Statistics,44,60,16
Feb-2026,GIS & Data Dissemination Department,Geospatial Statistics,47,64,17
Mar-2026,GIS & Data Dissemination Department,Geospatial Statistics,48,69,21
Apr-2026,GIS & Data Dissemination Department,Geospatial Statistics,50,72,22
May-2026,GIS & Data Dissemination Department,Geospatial Statistics,52,75,23
Jun-2026,GIS & Data Dissemination Department,Geospatial Statistics,53,80,27
Jul-2026,GIS & Data Dissemination Department,Geospatial Statistics,55,83,28
Aug-2026,GIS & Data Dissemination Department,Geospatial Statistics,56,86,30
Sep-2026,GIS & Data Dissemination Department,Geospatial Statistics,59,89,30
Oct-2026,GIS & Data Dissemination Department,Geospatial Statistics,61,94,33
Nov-2026,GIS & Data Dissemination Department,Geospatial Statistics,63,98,35
Dec-2026,GIS & Data Dissemination Department,Geospatial Statistics,66,98,32
Jan-2027,GIS & Data Dissemination Department,Geospatial Statistics,69,98,29
Feb-2027,GIS & Data Dissemination Department,Geospatial Statistics,70,99,29
Mar-2027,GIS & Data Dissemination Department,Geospatial Statistics,72,99,27
Apr-2027,GIS & Data Dissemination Department,Geospatial Statistics,75,100,25
May-2027,GIS & Data Dissemination Department,Geospatial Statistics,77,100,23
Jun-2027,GIS & Data Dissemination Department,Geospatial Statistics,79,100,21
Jul-2027,GIS & Data Dissemination Department,Geospatial Statistics,82,100,18
Aug-2027,GIS & Data Dissemination Department,Geospatial Statistics,84,100,16
Sep-2027,GIS & Data Dissemination Department,Geospatial Statistics,86,100,14
Oct-2027,GIS & Data Dissemination Department,Geospatial Statistics,87,100,13
Nov-2027,GIS & Data Dissemination Department,Geospatial Statistics,90,100,10
Dec-2027,GIS & Data Dissemination Department,Geospatial Statistics,92,100,8
Jan-2026,GIS & Data Dissemination Department,Data APIs,44,60,16
Feb-2026,GIS & Data Dissemination Department,Data APIs,47,63,16
Mar-2026,GIS & Data Dissemination Department,Data APIs,49,66,17
Apr-2026,GIS & Data Dissemination Department,Data APIs,52,71,19
May-2026,GIS & Data Dissemination Department,Data APIs,54,75,21
Jun-2026,GIS & Data Dissemination Department,Data APIs,55,79,24
Jul-2026,GIS & Data Dissemination Department,Data APIs,57,83,26
Aug-2026,GIS & Data Dissemination Department,Data APIs,59,87,28
Sep-2026,GIS & Data Dissemination Department,Data APIs,61,91,30
Oct-2026,GIS & Data Dissemination Department,Data APIs,63,95,32
Nov-2026,GIS & Data Dissemination Department,Data APIs,66,95,29
Dec-2026,GIS & Data Dissemination Department,Data APIs,67,96,29
Jan-2027,GIS & Data Dissemination Department,Data APIs,70,96,26
Feb-2027,GIS & Data Dissemination Department,Data APIs,72,97,25
Mar-2027,GIS & Data Dissemination Department,Data APIs,74,97,23
Apr-2027,GIS & Data Dissemination Department,Data APIs,76,97,21
May-2027,GIS & Data Dissemination Department,Data APIs,78,97,19
Jun-2027,GIS & Data Dissemination Department,Data APIs,80,98,18
Jul-2027,GIS & Data Dissemination Department,Data APIs,82,98,16
Aug-2027,GIS & Data Dissemination Department,Data APIs,85,99,14
Sep-2027,GIS & Data Dissemination Department,Data APIs,87,99,12
Oct-2027,GIS & Data Dissemination Department,Data APIs,89,99,10
Nov-2027,GIS & Data Dissemination Department,Data APIs,90,99,9
Dec-2027,GIS & Data Dissemination Department,Data APIs,91,99,8
Jan-2026,GIS & Data Dissemination Department,Metadata Management,46,66,20
Feb-2026,GIS & Data Dissemination Department,Metadata Management,46,68,22
Mar-2026,GIS & Data Dissemination Department,Metadata Management,47,71,24
Apr-2026,GIS & Data Dissemination Department,Metadata Management,49,74,25
May-2026,GIS & Data Dissemination Department,Metadata Management,50,77,27
Jun-2026,GIS & Data Dissemination Department,Metadata Management,50,80,30
Jul-2026,GIS & Data Dissemination Department,Metadata Management,51,82,31
Aug-2026,GIS & Data Dissemination Department,Metadata Management,53,85,32
Sep-2026,GIS & Data Dissemination Department,Metadata Management,54,89,35
Oct-2026,GIS & Data Dissemination Department,Metadata Management,55,92,37
Nov-2026,GIS & Data Dissemination Department,Metadata Management,56,92,36
Dec-2026,GIS & Data Dissemination Department,Metadata Management,57,92,35
Jan-2027,GIS & Data Dissemination Department,Metadata Management,58,92,34
Feb-2027,GIS & Data Dissemination Department,Metadata Management,58,92,34
Mar-2027,GIS & Data Dissemination Department,Metadata Management,59,92,33
Apr-2027,GIS & Data Dissemination Department,Metadata Management,61,93,32
May-2027,GIS & Data Dissemination Department,Metadata Management,62,93,31
Jun-2027,GIS & Data Dissemination Department,Metadata Management,63,93,30
Jul-2027,GIS & Data Dissemination Department,Metadata Management,64,93,29
Aug-2027,GIS & Data Dissemination Department,Metadata Management,65,94,29
Sep-2027,GIS & Data Dissemination Department,Metadata Management,66,95,29
Oct-2027,GIS & Data Dissemination Department,Metadata Management,67,95,28
Nov-2027,GIS & Data Dissemination Department,Metadata Management,69,95,26
Dec-2027,GIS & Data Dissemination Department,Metadata Management,70,95,25
Jan-2026,Administration & Management Department,Leadership,48,75,27
Feb-2026,Administration & Management Department,Leadership,52,75,23
Mar-2026,Administration & Management Department,Leadership,55,75,20
Apr-2026,Administration & Management Department,Leadership,58,75,17
May-2026,Administration & Management Department,Leadership,63,76,13
Jun-2026,Administration & Management Department,Leadership,67,76,9
Jul-2026,Administration & Management Department,Leadership,71,76,5
Aug-2026,Administration & Management Department,Leadership,75,78,3
Sep-2026,Administration & Management Department,Leadership,77,78,1
Oct-2026,Administration & Management Department,Leadership,77,78,1
Nov-2026,Administration & Management Department,Leadership,77,78,1
Dec-2026,Administration & Management Department,Leadership,77,79,2
Jan-2027,Administration & Management Department,Leadership,77,80,3
Feb-2027,Administration & Management Department,Leadership,78,81,3
Mar-2027,Administration & Management Department,Leadership,79,82,3
Apr-2027,Administration & Management Department,Leadership,79,84,5
May-2027,Administration & Management Department,Leadership,83,86,3
Jun-2027,Administration & Management Department,Leadership,84,87,3
Jul-2027,Administration & Management Department,Leadership,84,87,3
Aug-2027,Administration & Management Department,Leadership,86,89,3
Sep-2027,Administration & Management Department,Leadership,86,91,5
Oct-2027,Administration & Management Department,Leadership,89,92,3
Nov-2027,Administration & Management Department,Leadership,91,94,3
Dec-2027,Administration & Management Department,Leadership,91,94,3
Jan-2026,Administration & Management Department,Project Management,45,63,18
Feb-2026,Administration & Management Department,Project Management,47,66,19
Mar-2026,Administration & Management Department,Project Management,47,68,21
Apr-2026,Administration & Management Department,Project Management,48,70,22
May-2026,Administration & Management Department,Project Management,49,73,24
Jun-2026,Administration & Management Department,Project Management,49,76,27
Jul-2026,Administration & Management Department,Project Management,50,80,30
Aug-2026,Administration & Management Department,Project Management,50,83,33
Sep-2026,Administration & Management Department,Project Management,51,86,35
Oct-2026,Administration & Management Department,Project Management,53,89,36
Nov-2026,Administration & Management Department,Project Management,55,92,37
Dec-2026,Administration & Management Department,Project Management,55,92,37
Jan-2027,Administration & Management Department,Project Management,55,92,37
Feb-2027,Administration & Management Department,Project Management,55,93,38
Mar-2027,Administration & Management Department,Project Management,57,93,36
Apr-2027,Administration & Management Department,Project Management,58,93,35
May-2027,Administration & Management Department,Project Management,59,94,35
Jun-2027,Administration & Management Department,Project Management,61,94,33
Jul-2027,Administration & Management Department,Project Management,63,95,32
Aug-2027,Administration & Management Department,Project Management,64,96,32
Sep-2027,Administration & Management Department,Project Management,64,96,32
Oct-2027,Administration & Management Department,Project Management,65,97,32
Nov-2027,Administration & Management Department,Project Management,66,97,31
Dec-2027,Administration & Management Department,Project Management,67,97,30
Jan-2026,Administration & Management Department,Communication,68,75,7
Feb-2026,Administration & Management Department,Communication,69,76,7
Mar-2026,Administration & Management Department,Communication,69,76,7
Apr-2026,Administration & Management Department,Communication,69,76,7
May-2026,Administration & Management Department,Communication,69,77,8
Jun-2026,Administration & Management Department,Communication,70,78,8
Jul-2026,Administration & Management Department,Communication,69,78,9
Aug-2026,Administration & Management Department,Communication,68,79,11
Sep-2026,Administration & Management Department,Communication,69,79,10
Oct-2026,Administration & Management Department,Communication,70,80,10
Nov-2026,Administration & Management Department,Communication,71,80,9
Dec-2026,Administration & Management Department,Communication,71,81,10
Jan-2027,Administration & Management Department,Communication,72,81,9
Feb-2027,Administration & Management Department,Communication,74,81,7
Mar-2027,Administration & Management Department,Communication,75,81,6
Apr-2027,Administration & Management Department,Communication,77,82,5
May-2027,Administration & Management Department,Communication,77,82,5
Jun-2027,Administration & Management Department,Communication,77,83,6
Jul-2027,Administration & Management Department,Communication,77,84,7
Aug-2027,Administration & Management Department,Communication,77,84,7
Sep-2027,Administration & Management Department,Communication,77,85,8
Oct-2027,Administration & Management Department,Communication,77,86,9
Nov-2027,Administration & Management Department,Communication,77,87,10
Dec-2027,Administration & Management Department,Communication,76,88,12
Jan-2026,Administration & Management Department,Decision Making,39,69,30
Feb-2026,Administration & Management Department,Decision Making,40,70,30
Mar-2026,Administration & Management Department,Decision Making,42,70,28
Apr-2026,Administration & Management Department,Decision Making,43,70,27
May-2026,Administration & Management Department,Decision Making,44,70,26
Jun-2026,Administration & Management Department,Decision Making,44,70,26
Jul-2026,Administration & Management Department,Decision Making,45,71,26
Aug-2026,Administration & Management Department,Decision Making,46,71,25
Sep-2026,Administration & Management Department,Decision Making,47,71,24
Oct-2026,Administration & Management Department,Decision Making,48,72,24
Nov-2026,Administration & Management Department,Decision Making,50,72,22
Dec-2026,Administration & Management Department,Decision Making,51,72,21
Jan-2027,Administration & Management Department,Decision Making,53,73,20
Feb-2027,Administration & Management Department,Decision Making,54,73,19
Mar-2027,Administration & Management Department,Decision Making,55,73,18
Apr-2027,Administration & Management Department,Decision Making,56,73,17
May-2027,Administration & Management Department,Decision Making,57,74,17
Jun-2027,Administration & Management Department,Decision Making,58,75,17
Jul-2027,Administration & Management Department,Decision Making,59,75,16
Aug-2027,Administration & Management Department,Decision Making,60,75,15
Sep-2027,Administration & Management Department,Decision Making,61,75,14
Oct-2027,Administration & Management Department,Decision Making,61,76,15
Nov-2027,Administration & Management Department,Decision Making,62,77,15
Dec-2027,Administration & Management Department,Decision Making,64,77,13
Jan-2026,Administration & Management Department,Change Management,50,68,18
Feb-2026,Administration & Management Department,Change Management,55,69,14
Mar-2026,Administration & Management Department,Change Management,60,70,10
Apr-2026,Administration & Management Department,Change Management,63,72,9
May-2026,Administration & Management Department,Change Management,68,73,5
Jun-2026,Administration & Management Department,Change Management,72,74,2
Jul-2026,Administration & Management Department,Change Management,74,75,1
Aug-2026,Administration & Management Department,Change Management,76,75,-1
Sep-2026,Administration & Management Department,Change Management,78,77,-1
Oct-2026,Administration & Management Department,Change Management,78,78,0
Nov-2026,Administration & Management Department,Change Management,79,79,0
Dec-2026,Administration & Management Department,Change Management,81,79,-2
Jan-2027,Administration & Management Department,Change Management,81,81,0
Feb-2027,Administration & Management Department,Change Management,82,81,-1
Mar-2027,Administration & Management Department,Change Management,84,82,-2
Apr-2027,Administration & Management Department,Change Management,86,84,-2
May-2027,Administration & Management Department,Change Management,86,85,-1
Jun-2027,Administration & Management Department,Change Management,87,85,-2
Jul-2027,Administration & Management Department,Change Management,87,85,-2
Aug-2027,Administration & Management Department,Change Management,88,86,-2
Sep-2027,Administration & Management Department,Change Management,89,88,-1
Oct-2027,Administration & Management Department,Change Management,91,89,-2
Nov-2027,Administration & Management Department,Change Management,93,91,-2
Dec-2027,Administration & Management Department,Change Management,94,91,-3
Jan-2026,Administration & Management Department,Team Management,42,61,19
Feb-2026,Administration & Management Department,Team Management,42,64,22
Mar-2026,Administration & Management Department,Team Management,42,67,25
Apr-2026,Administration & Management Department,Team Management,43,70,27
May-2026,Administration & Management Department,Team Management,44,73,29
Jun-2026,Administration & Management Department,Team Management,46,77,31
Jul-2026,Administration & Management Department,Team Management,47,81,34
Aug-2026,Administration & Management Department,Team Management,48,84,36
Sep-2026,Administration & Management Department,Team Management,50,88,38
Oct-2026,Administration & Management Department,Team Management,50,91,41
Nov-2026,Administration & Management Department,Team Management,52,95,43
Dec-2026,Administration & Management Department,Team Management,54,96,42
Jan-2027,Administration & Management Department,Team Management,55,96,41
Feb-2027,Administration & Management Department,Team Management,55,97,42
Mar-2027,Administration & Management Department,Team Management,56,97,41
Apr-2027,Administration & Management Department,Team Management,57,97,40
May-2027,Administration & Management Department,Team Management,58,98,40
Jun-2027,Administration & Management Department,Team Management,59,99,40
Jul-2027,Administration & Management Department,Team Management,61,99,38
Aug-2027,Administration & Management Department,Team Management,62,100,38
Sep-2027,Administration & Management Department,Team Management,63,100,37
Oct-2027,Administration & Management Department,Team Management,63,100,37
Nov-2027,Administration & Management Department,Team Management,63,100,37
Dec-2027,Administration & Management Department,Team Management,63,100,37
Jan-2026,Administration & Management Department,Ethics in Public Administration,70,77,7
Feb-2026,Administration & Management Department,Ethics in Public Administration,71,78,7
Mar-2026,Administration & Management Department,Ethics in Public Administration,72,78,6
Apr-2026,Administration & Management Department,Ethics in Public Administration,73,79,6
May-2026,Administration & Management Department,Ethics in Public Administration,74,79,5
Jun-2026,Administration & Management Department,Ethics in Public Administration,75,79,4
Jul-2026,Administration & Management Department,Ethics in Public Administration,76,79,3
Aug-2026,Administration & Management Department,Ethics in Public Administration,77,80,3
Sep-2026,Administration & Management Department,Ethics in Public Administration,77,80,3
Oct-2026,Administration & Management Department,Ethics in Public Administration,77,81,4
Nov-2026,Administration & Management Department,Ethics in Public Administration,78,81,3
Dec-2026,Administration & Management Department,Ethics in Public Administration,78,81,3
Jan-2027,Administration & Management Department,Ethics in Public Administration,79,81,2
Feb-2027,Administration & Management Department,Ethics in Public Administration,79,82,3
Mar-2027,Administration & Management Department,Ethics in Public Administration,80,83,3
Apr-2027,Administration & Management Department,Ethics in Public Administration,81,84,3
May-2027,Administration & Management Department,Ethics in Public Administration,82,85,3
Jun-2027,Administration & Management Department,Ethics in Public Administration,83,85,2
Jul-2027,Administration & Management Department,Ethics in Public Administration,82,85,3
Aug-2027,Administration & Management Department,Ethics in Public Administration,82,86,4
Sep-2027,Administration & Management Department,Ethics in Public Administration,81,87,6
Oct-2027,Administration & Management Department,Ethics in Public Administration,81,88,7
Nov-2027,Administration & Management Department,Ethics in Public Administration,81,89,8
Dec-2027,Administration & Management Department,Ethics in Public Administration,82,90,8
Jan-2026,Administration & Management Department,Data-Driven Decision Making,36,72,36
Feb-2026,Administration & Management Department,Data-Driven Decision Making,36,72,36
Mar-2026,Administration & Management Department,Data-Driven Decision Making,38,72,34
Apr-2026,Administration & Management Department,Data-Driven Decision Making,40,72,32
May-2026,Administration & Management Department,Data-Driven Decision Making,41,73,32
Jun-2026,Administration & Management Department,Data-Driven Decision Making,42,73,31
Jul-2026,Administration & Management Department,Data-Driven Decision Making,42,74,32
Aug-2026,Administration & Management Department,Data-Driven Decision Making,43,74,31
Sep-2026,Administration & Management Department,Data-Driven Decision Making,43,74,31
Oct-2026,Administration & Management Department,Data-Driven Decision Making,44,74,30
Nov-2026,Administration & Management Department,Data-Driven Decision Making,44,74,30
Dec-2026,Administration & Management Department,Data-Driven Decision Making,44,74,30
Jan-2027,Administration & Management Department,Data-Driven Decision Making,45,75,30
Feb-2027,Administration & Management Department,Data-Driven Decision Making,47,76,29
Mar-2027,Administration & Management Department,Data-Driven Decision Making,48,77,29
Apr-2027,Administration & Management Department,Data-Driven Decision Making,50,78,28
May-2027,Administration & Management Department,Data-Driven Decision Making,51,78,27
Jun-2027,Administration & Management Department,Data-Driven Decision Making,53,78,25
Jul-2027,Administration & Management Department,Data-Driven Decision Making,54,78,24
Aug-2027,Administration & Management Department,Data-Driven Decision Making,54,79,25
Sep-2027,Administration & Management Department,Data-Driven Decision Making,55,80,25
Oct-2027,Administration & Management Department,Data-Driven Decision Making,56,81,25
Nov-2027,Administration & Management Department,Data-Driven Decision Making,58,81,23
Dec-2027,Administration & Management Department,Data-Driven Decision Making,59,82,23
Jan-2026,Administration & Management Department,Digital Governance,39,64,25
Feb-2026,Administration & Management Department,Digital Governance,41,67,26
Mar-2026,Administration & Management Department,Digital Governance,43,72,29
Apr-2026,Administration & Management Department,Digital Governance,44,76,32
May-2026,Administration & Management Department,Digital Governance,46,80,34
Jun-2026,Administration & Management Department,Digital Governance,48,84,36
Jul-2026,Administration & Management Department,Digital Governance,50,88,38
Aug-2026,Administration & Management Department,Digital Governance,53,93,40
Sep-2026,Administration & Management Department,Digital Governance,55,97,42
Oct-2026,Administration & Management Department,Digital Governance,58,97,39
Nov-2026,Administration & Management Department,Digital Governance,59,97,38
Dec-2026,Administration & Management Department,Digital Governance,61,97,36
Jan-2027,Administration & Management Department,Digital Governance,64,98,34
Feb-2027,Administration & Management Department,Digital Governance,65,99,34
Mar-2027,Administration & Management Department,Digital Governance,68,99,31
Apr-2027,Administration & Management Department,Digital Governance,71,99,28
May-2027,Administration & Management Department,Digital Governance,73,99,26
Jun-2027,Administration & Management Department,Digital Governance,75,99,24
Jul-2027,Administration & Management Department,Digital Governance,77,99,22
Aug-2027,Administration & Management Department,Digital Governance,78,99,21
Sep-2027,Administration & Management Department,Digital Governance,81,99,18
Oct-2027,Administration & Management Department,Digital Governance,83,99,16
Nov-2027,Administration & Management Department,Digital Governance,84,99,15
Dec-2027,Administration & Management Department,Digital Governance,86,99,13
Jan-2026,Administration & Management Department,Data Privacy & Protection,39,61,22
Feb-2026,Administration & Management Department,Data Privacy & Protection,41,65,24
Mar-2026,Administration & Management Department,Data Privacy & Protection,42,69,27
Apr-2026,Administration & Management Department,Data Privacy & Protection,44,72,28
May-2026,Administration & Management Department,Data Privacy & Protection,47,76,29
Jun-2026,Administration & Management Department,Data Privacy & Protection,49,81,32
Jul-2026,Administration & Management Department,Data Privacy & Protection,50,84,34
Aug-2026,Administration & Management Department,Data Privacy & Protection,51,88,37
Sep-2026,Administration & Management Department,Data Privacy & Protection,54,91,37
Oct-2026,Administration & Management Department,Data Privacy & Protection,56,95,39
Nov-2026,Administration & Management Department,Data Privacy & Protection,59,95,36
Dec-2026,Administration & Management Department,Data Privacy & Protection,61,95,34
Jan-2027,Administration & Management Department,Data Privacy & Protection,63,95,32
Feb-2027,Administration & Management Department,Data Privacy & Protection,65,95,30
Mar-2027,Administration & Management Department,Data Privacy & Protection,66,95,29
Apr-2027,Administration & Management Department,Data Privacy & Protection,68,95,27
May-2027,Administration & Management Department,Data Privacy & Protection,71,96,25
Jun-2027,Administration & Management Department,Data Privacy & Protection,73,97,24
Jul-2027,Administration & Management Department,Data Privacy & Protection,74,97,23
Aug-2027,Administration & Management Department,Data Privacy & Protection,76,98,22
Sep-2027,Administration & Management Department,Data Privacy & Protection,78,99,21
Oct-2027,Administration & Management Department,Data Privacy & Protection,81,99,18
Nov-2027,Administration & Management Department,Data Privacy & Protection,82,99,17
Dec-2027,Administration & Management Department,Data Privacy & Protection,85,99,14
